lang	status	key	issues	english_value	current_value
is	WARN	ui.error.noData	WARN_EQUALS_ENGLISH	No data.	No data.
ko	WARN	ui.error.noData	WARN_EQUALS_ENGLISH	No data.	No data.
la	WARN	ui.error.noData	WARN_EQUALS_ENGLISH	No data.	No data.
nl	WARN	ui.error.noData	WARN_EQUALS_ENGLISH	No data.	No data.
ru	WARN	ui.error.noData	WARN_EQUALS_ENGLISH	No data.	No data.
sa	WARN	ui.error.noData	WARN_EQUALS_ENGLISH	No data.	No data.
asl_gloss	WARN	ui.error.noData	WARN_EQUALS_ENGLISH	No data.	No data.
ja	WARN	ui.favorites.footer.dbFavorites	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	(DB: proverb_favorites)	（DB: proverb_favorites）
de	WARN	ui.favorites.footer.dbFavorites	WARN_EQUALS_ENGLISH	(DB: proverb_favorites)	(DB: proverb_favorites)
it	WARN	ui.favorites.footer.dbFavorites	WARN_EQUALS_ENGLISH	(DB: proverb_favorites)	(DB: proverb_favorites)
sv	WARN	ui.favorites.footer.dbFavorites	WARN_EQUALS_ENGLISH	(DB: proverb_favorites)	(DB: proverb_favorites)
hi	WARN	ui.favorites.footer.dbFavorites	WARN_EQUALS_ENGLISH	(DB: proverb_favorites)	(DB: proverb_favorites)
ko	WARN	ui.favorites.footer.dbFavorites	WARN_EQUALS_ENGLISH	(DB: proverb_favorites)	(DB: proverb_favorites)
la	WARN	ui.favorites.footer.dbFavorites	WARN_EQUALS_ENGLISH	(DB: proverb_favorites)	(DB: proverb_favorites)
nl	WARN	ui.favorites.footer.dbFavorites	WARN_EQUALS_ENGLISH	(DB: proverb_favorites)	(DB: proverb_favorites)
ojp	WARN	ui.favorites.footer.dbFavorites	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	(DB: proverb_favorites)	（DB: proverb_favorites）
sa	WARN	ui.favorites.footer.dbFavorites	WARN_EQUALS_ENGLISH	(DB: proverb_favorites)	(DB: proverb_favorites)
asl_gloss	WARN	ui.favorites.footer.dbFavorites	WARN_EQUALS_ENGLISH	(DB: proverb_favorites)	(DB: PROVERB_FAVORITES)
ja	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
de	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
it	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
sv	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
es	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
fi	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
fr	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
is	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
ko	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
la	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
nl	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
ojp	WARN	ui.favorites.headerLatest	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Latest 20  |  lang: {lang}	近き二十件  |  言の葉: {lang}
ru	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
sa	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
asl_gloss	WARN	ui.favorites.headerLatest	WARN_EQUALS_ENGLISH	Latest 20  |  lang: {lang}	Latest 20  |  lang: {lang}
ja	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Favorites	Favorites
de	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH	Favorites	Favorites
it	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH	Favorites	Favorites
sv	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH	Favorites	Favorites
es	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH	Favorites	Favorites
fi	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH	Favorites	Favorites
fr	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH	Favorites	Favorites
is	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH	Favorites	Favorites
ko	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH	Favorites	Favorites
la	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH	Favorites	Favorites
nl	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH	Favorites	Favorites
ru	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH	Favorites	Favorites
sa	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH	Favorites	Favorites
asl_gloss	WARN	ui.favorites.title	WARN_EQUALS_ENGLISH	Favorites	Favorites
ja	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Latest	Latest
de	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH	Latest	Latest
it	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH	Latest	Latest
sv	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH	Latest	Latest
es	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH	Latest	Latest
fi	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH	Latest	Latest
fr	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH	Latest	Latest
is	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH	Latest	Latest
ko	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH	Latest	Latest
la	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH	Latest	Latest
nl	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH	Latest	Latest
ru	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH	Latest	Latest
sa	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH	Latest	Latest
asl_gloss	WARN	ui.labels.latest	WARN_EQUALS_ENGLISH	Latest	Latest
ja	WARN	ui.labels.outcome.success	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	SUCCESS	SUCCESS
de	WARN	ui.labels.outcome.success	WARN_EQUALS_ENGLISH	SUCCESS	SUCCESS
it	WARN	ui.labels.outcome.success	WARN_EQUALS_ENGLISH	SUCCESS	SUCCESS
es	WARN	ui.labels.outcome.success	WARN_EQUALS_ENGLISH	SUCCESS	SUCCESS
fi	WARN	ui.labels.outcome.success	WARN_EQUALS_ENGLISH	SUCCESS	SUCCESS
fr	WARN	ui.labels.outcome.success	WARN_EQUALS_ENGLISH	SUCCESS	SUCCESS
is	WARN	ui.labels.outcome.success	WARN_EQUALS_ENGLISH	SUCCESS	SUCCESS
ko	WARN	ui.labels.outcome.success	WARN_EQUALS_ENGLISH	SUCCESS	SUCCESS
la	WARN	ui.labels.outcome.success	WARN_EQUALS_ENGLISH	SUCCESS	SUCCESS
nl	WARN	ui.labels.outcome.success	WARN_EQUALS_ENGLISH	SUCCESS	SUCCESS
ru	WARN	ui.labels.outcome.success	WARN_EQUALS_ENGLISH	SUCCESS	SUCCESS
sa	WARN	ui.labels.outcome.success	WARN_EQUALS_ENGLISH	SUCCESS	SUCCESS
asl_gloss	WARN	ui.labels.outcome.success	WARN_EQUALS_ENGLISH	SUCCESS	SUCCESS
ja	WARN	ui.labels.outcome.timeUp	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	TIME UP	TIME UP
de	WARN	ui.labels.outcome.timeUp	WARN_EQUALS_ENGLISH	TIME UP	TIME UP
it	WARN	ui.labels.outcome.timeUp	WARN_EQUALS_ENGLISH	TIME UP	TIME UP
es	WARN	ui.labels.outcome.timeUp	WARN_EQUALS_ENGLISH	TIME UP	TIME UP
fi	WARN	ui.labels.outcome.timeUp	WARN_EQUALS_ENGLISH	TIME UP	TIME UP
fr	WARN	ui.labels.outcome.timeUp	WARN_EQUALS_ENGLISH	TIME UP	TIME UP
is	WARN	ui.labels.outcome.timeUp	WARN_EQUALS_ENGLISH	TIME UP	TIME UP
ko	WARN	ui.labels.outcome.timeUp	WARN_EQUALS_ENGLISH	TIME UP	TIME UP
la	WARN	ui.labels.outcome.timeUp	WARN_EQUALS_ENGLISH	TIME UP	TIME UP
nl	WARN	ui.labels.outcome.timeUp	WARN_EQUALS_ENGLISH	TIME UP	TIME UP
ru	WARN	ui.labels.outcome.timeUp	WARN_EQUALS_ENGLISH	TIME UP	TIME UP
sa	WARN	ui.labels.outcome.timeUp	WARN_EQUALS_ENGLISH	TIME UP	TIME UP
asl_gloss	WARN	ui.labels.outcome.timeUp	WARN_EQUALS_ENGLISH	TIME UP	TIME UP
ja	WARN	ui.labels.page	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Page {current}/{total}	Page {current}/{total}
it	WARN	ui.labels.page	WARN_EQUALS_ENGLISH	Page {current}/{total}	Page {current}/{total}
es	WARN	ui.labels.page	WARN_EQUALS_ENGLISH	Page {current}/{total}	Page {current}/{total}
fi	WARN	ui.labels.page	WARN_EQUALS_ENGLISH	Page {current}/{total}	Page {current}/{total}
fr	WARN	ui.labels.page	WARN_EQUALS_ENGLISH	Page {current}/{total}	Page {current}/{total}
is	WARN	ui.labels.page	WARN_EQUALS_ENGLISH	Page {current}/{total}	Page {current}/{total}
ko	WARN	ui.labels.page	WARN_EQUALS_ENGLISH	Page {current}/{total}	Page {current}/{total}
la	WARN	ui.labels.page	WARN_EQUALS_ENGLISH	Page {current}/{total}	Page {current}/{total}
nl	WARN	ui.labels.page	WARN_EQUALS_ENGLISH	Page {current}/{total}	Page {current}/{total}
ojp	NG	ui.labels.page	WARN_ROMAN_TEXT_IN_JAPANESE_LANG|NG_PLACEHOLDER_MISMATCH en=['{current}', '{total}'] lang=['{page}']	Page {current}/{total}	今の頁 {page}
ru	WARN	ui.labels.page	WARN_EQUALS_ENGLISH	Page {current}/{total}	Page {current}/{total}
sa	WARN	ui.labels.page	WARN_EQUALS_ENGLISH	Page {current}/{total}	Page {current}/{total}
zh_tw	NG	ui.labels.page	NG_PLACEHOLDER_MISMATCH en=['{current}', '{total}'] lang=['{page}', '{total}']	Page {current}/{total}	&8第 {page}/{total} 頁&r
asl_gloss	WARN	ui.labels.page	WARN_EQUALS_ENGLISH	Page {current}/{total}	Page {current}/{total}
asl_gloss	WARN	ui.labels.tab.all	WARN_EQUALS_ENGLISH	ALL	ALL
asl_gloss	WARN	ui.labels.tab.favorites	WARN_EQUALS_ENGLISH	Favorites	FAVORITES
asl_gloss	WARN	ui.labels.tab.success	WARN_EQUALS_ENGLISH	SUCCESS	SUCCESS
ja	WARN	ui.labels.tabs	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Tabs	Tabs
it	WARN	ui.labels.tabs	WARN_EQUALS_ENGLISH	Tabs	Tabs
es	WARN	ui.labels.tabs	WARN_EQUALS_ENGLISH	Tabs	Tabs
fi	WARN	ui.labels.tabs	WARN_EQUALS_ENGLISH	Tabs	Tabs
fr	WARN	ui.labels.tabs	WARN_EQUALS_ENGLISH	Tabs	Tabs
is	WARN	ui.labels.tabs	WARN_EQUALS_ENGLISH	Tabs	Tabs
ko	WARN	ui.labels.tabs	WARN_EQUALS_ENGLISH	Tabs	Tabs
la	WARN	ui.labels.tabs	WARN_EQUALS_ENGLISH	Tabs	Tabs
nl	WARN	ui.labels.tabs	WARN_EQUALS_ENGLISH	Tabs	Tabs
ru	WARN	ui.labels.tabs	WARN_EQUALS_ENGLISH	Tabs	Tabs
sa	WARN	ui.labels.tabs	WARN_EQUALS_ENGLISH	Tabs	Tabs
asl_gloss	WARN	ui.labels.tabs	WARN_EQUALS_ENGLISH	Tabs	Tabs
ja	WARN	ui.menu.book.fallbackDisplayName	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	TreasureRun Rule Book	TreasureRun ルールブック
ojp	WARN	ui.menu.book.fallbackDisplayName	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	TreasureRun Rule Book	TreasureRun 御掟の巻
ja	WARN	ui.menu.book.fallbackTitle	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	TreasureRun Rules	TreasureRun ルール
ojp	WARN	ui.menu.book.fallbackTitle	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	TreasureRun Rules	TreasureRun 御掟
ja	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Could not open the rule book.	Could not open the rule book.
de	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH	Could not open the rule book.	Could not open the rule book.
it	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH	Could not open the rule book.	Could not open the rule book.
sv	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH	Could not open the rule book.	Could not open the rule book.
es	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH	Could not open the rule book.	Could not open the rule book.
fi	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH	Could not open the rule book.	Could not open the rule book.
fr	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH	Could not open the rule book.	Could not open the rule book.
is	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH	Could not open the rule book.	Could not open the rule book.
ko	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH	Could not open the rule book.	Could not open the rule book.
la	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH	Could not open the rule book.	Could not open the rule book.
nl	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH	Could not open the rule book.	Could not open the rule book.
ru	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH	Could not open the rule book.	Could not open the rule book.
sa	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH	Could not open the rule book.	Could not open the rule book.
asl_gloss	WARN	ui.menu.book.openFailed	WARN_EQUALS_ENGLISH	Could not open the rule book.	Could not open the rule book.
ja	NG	ui.menu.gui	NG_MISSING_KEY		
en	NG	ui.menu.gui	NG_MISSING_KEY		
de	NG	ui.menu.gui	NG_MISSING_KEY		
it	NG	ui.menu.gui	NG_MISSING_KEY		
sv	NG	ui.menu.gui	NG_MISSING_KEY		
es	NG	ui.menu.gui	NG_MISSING_KEY		
fi	NG	ui.menu.gui	NG_MISSING_KEY		
fr	NG	ui.menu.gui	NG_MISSING_KEY		
is	NG	ui.menu.gui	NG_MISSING_KEY		
ko	NG	ui.menu.gui	NG_MISSING_KEY		
la	NG	ui.menu.gui	NG_MISSING_KEY		
nl	NG	ui.menu.gui	NG_MISSING_KEY		
ojp	NG	ui.menu.gui	NG_MISSING_KEY		
ru	NG	ui.menu.gui	NG_MISSING_KEY		
sa	NG	ui.menu.gui	NG_MISSING_KEY		
asl_gloss	NG	ui.menu.gui	NG_MISSING_KEY		
ja	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
en	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
de	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
it	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
sv	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
es	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
fi	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
fr	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
hi	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
is	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
ko	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
la	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
lzh	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
nl	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
ojp	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
pt	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_PLACEHOLDER_MISMATCH en=[] lang=['{difficulty}']		&e{difficulty}
ru	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
sa	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
zh_tw	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
asl_gloss	NG	ui.menu.legacy.toc.&f   - Dificuldade	NG_MISSING_KEY		
ja	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
en	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
de	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
it	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
sv	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
es	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
fi	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
fr	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
hi	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_PLACEHOLDER_MISMATCH en=[] lang=['{difficulty}']		&e{difficulty}
is	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
ko	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
la	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
lzh	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
nl	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
ojp	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
pt	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
ru	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
sa	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
zh_tw	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
asl_gloss	NG	ui.menu.legacy.toc.&f   - कठिनाई	NG_MISSING_KEY		
ja	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
en	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
de	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
it	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
sv	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
es	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
fi	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
fr	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
hi	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
is	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
ko	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
la	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
lzh	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
nl	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
ojp	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
pt	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
ru	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
sa	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
zh_tw	NG	ui.menu.legacy.toc.&f   ・難度	NG_PLACEHOLDER_MISMATCH en=[] lang=['{difficulty}']		&e{difficulty}
asl_gloss	NG	ui.menu.legacy.toc.&f   ・難度	NG_MISSING_KEY		
ja	WARN	ui.menu.legacy.toc.message	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	'===== TreasureRun Menu =====	'===== TreasureRun Menu =====
it	WARN	ui.menu.legacy.toc.message	WARN_EQUALS_ENGLISH	'===== TreasureRun Menu =====	'===== TreasureRun Menu =====
es	WARN	ui.menu.legacy.toc.message	WARN_EQUALS_ENGLISH	'===== TreasureRun Menu =====	'===== TreasureRun Menu =====
fi	WARN	ui.menu.legacy.toc.message	WARN_EQUALS_ENGLISH	'===== TreasureRun Menu =====	'===== TreasureRun Menu =====
fr	WARN	ui.menu.legacy.toc.message	WARN_EQUALS_ENGLISH	'===== TreasureRun Menu =====	'===== TreasureRun Menu =====
is	WARN	ui.menu.legacy.toc.message	WARN_EQUALS_ENGLISH	'===== TreasureRun Menu =====	'===== TreasureRun Menu =====
ko	WARN	ui.menu.legacy.toc.message	WARN_EQUALS_ENGLISH	'===== TreasureRun Menu =====	'===== TreasureRun Menu =====
la	WARN	ui.menu.legacy.toc.message	WARN_EQUALS_ENGLISH	'===== TreasureRun Menu =====	'===== TreasureRun Menu =====
nl	WARN	ui.menu.legacy.toc.message	WARN_EQUALS_ENGLISH	'===== TreasureRun Menu =====	'===== TreasureRun Menu =====
ojp	WARN	ui.menu.legacy.toc.message	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	'===== TreasureRun Menu =====	'===== TreasureRun Menu =====
ru	WARN	ui.menu.legacy.toc.message	WARN_EQUALS_ENGLISH	'===== TreasureRun Menu =====	'===== TreasureRun Menu =====
sa	WARN	ui.menu.legacy.toc.message	WARN_EQUALS_ENGLISH	'===== TreasureRun Menu =====	'===== TreasureRun Menu =====
asl_gloss	WARN	ui.menu.legacy.toc.message	WARN_EQUALS_ENGLISH	'===== TreasureRun Menu =====	'===== TreasureRun Menu =====
ja	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Difficulty: {difficulty}	Difficulty: {difficulty}
de	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH	Difficulty: {difficulty}	Difficulty: {difficulty}
it	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH	Difficulty: {difficulty}	Difficulty: {difficulty}
sv	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH	Difficulty: {difficulty}	Difficulty: {difficulty}
es	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH	Difficulty: {difficulty}	Difficulty: {difficulty}
fi	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH	Difficulty: {difficulty}	Difficulty: {difficulty}
fr	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH	Difficulty: {difficulty}	Difficulty: {difficulty}
is	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH	Difficulty: {difficulty}	Difficulty: {difficulty}
ko	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH	Difficulty: {difficulty}	Difficulty: {difficulty}
la	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH	Difficulty: {difficulty}	Difficulty: {difficulty}
nl	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH	Difficulty: {difficulty}	Difficulty: {difficulty}
ojp	WARN	ui.menu.page.contents.difficulty	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Difficulty: {difficulty}	難きほど: {difficulty}
ru	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH	Difficulty: {difficulty}	Difficulty: {difficulty}
sa	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH	Difficulty: {difficulty}	Difficulty: {difficulty}
asl_gloss	WARN	ui.menu.page.contents.difficulty	WARN_EQUALS_ENGLISH	Difficulty: {difficulty}	Difficulty: {difficulty}
asl_gloss	WARN	ui.menu.page.contents.howToPlay	WARN_EQUALS_ENGLISH	How to Play	HOW TO PLAY
ja	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Language: {lang}	Language: {lang}
de	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
it	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
sv	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
es	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
fi	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
fr	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
is	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
ko	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
la	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
nl	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
ojp	WARN	ui.menu.page.contents.language	WARN_ROMAN_TEXT_IN_JAPANESE_LANG	Language: {lang}	言の葉: {lang}
ru	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
sa	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
asl_gloss	WARN	ui.menu.page.contents.language	WARN_EQUALS_ENGLISH	Language: {lang}	Language: {lang}
ja	WARN	ui.menu.page.contents.rulesItem	WARN_EQUALS_ENGLISH|WARN_ROMAN_TEXT_IN_JAPANESE_LANG	1) Rules	1) Rules
it	WARN	ui.menu.page.contents.rulesItem	WARN_EQUALS_ENGLISH	1) Rules	1) Rules
es	WARN	ui.menu.page.contents.rulesItem	WARN_EQUALS_ENGLISH	1) Rules	1) Rules
fi	WARN	ui.menu.page.contents.rulesItem	WARN_EQUALS_ENGLISH	1) Rules	1) Rules
fr	WARN	ui.menu.page.contents.rulesItem	WARN_EQUALS_ENGLISH	1) Rules	1) Rules
is	WARN	ui.menu.page.contents.rulesItem	WARN_EQUALS_ENGLISH	1) Rules	1) Rules
ko	WARN	ui.menu.page.contents.rulesItem	WARN_EQUALS_ENGLISH	1) Rules	1) Rules
la	WARN	ui.menu.page.contents.rulesItem	WARN_EQUALS_ENGLISH	1) Rules	1) Rules
nl	WARN	ui.menu.page.contents.rulesItem	WARN_EQUALS_ENGLISH	1) Rules	1) Rules
ru	WARN	ui.menu.page.contents.rulesItem	WARN_EQUALS_ENGLISH	1) Rules	1) Rules
sa	WARN	ui.menu.page.contents.rulesItem	WARN_EQUALS_ENGLISH	1) Rules	1) Rules
